file,word,ink,condition,pred_word,pred_ink,word_correct,ink_correct
purple_as_blue_bg-softyellow_t08_s12_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t10_s08_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t10_s08_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t10_s08_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t10_s10_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t10_s10_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t10_s10_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t10_s12_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t10_s12_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t10_s12_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t12_s08_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t12_s08_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t12_s08_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t12_s10_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t12_s10_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t12_s10_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t12_s12_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t12_s12_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t12_s12_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t14_s08_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t14_s08_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t14_s08_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t14_s10_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t14_s10_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t14_s10_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t14_s12_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t14_s12_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-softyellow_t14_s12_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t06_s08_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t06_s08_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t06_s08_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t06_s10_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t06_s10_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t06_s10_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t06_s12_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t06_s12_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t06_s12_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t08_s08_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t08_s08_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t08_s08_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t08_s10_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t08_s10_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t08_s10_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t08_s12_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t08_s12_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t08_s12_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t10_s08_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t10_s08_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t10_s08_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t10_s10_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t10_s10_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t10_s10_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t10_s12_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t10_s12_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t10_s12_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t12_s08_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t12_s08_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t12_s08_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t12_s10_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t12_s10_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t12_s10_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t12_s12_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t12_s12_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t12_s12_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t14_s08_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t14_s08_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t14_s08_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t14_s10_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t14_s10_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t14_s10_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t14_s12_b08,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t14_s12_b10,purple,blue,incongruent,purple,purple,1,0
purple_as_blue_bg-white_t14_s12_b12,purple,blue,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t06_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t06_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t06_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t06_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t06_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t06_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t06_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t06_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t06_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t08_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t08_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t08_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t08_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t08_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t08_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t08_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t08_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t08_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t10_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t10_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t10_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t10_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t10_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t10_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t10_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t10_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t10_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t12_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t12_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t12_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t12_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t12_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t12_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t12_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t12_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t12_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t14_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t14_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t14_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t14_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t14_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t14_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t14_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t14_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-beige_t14_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t06_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t06_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t06_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t06_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t06_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t06_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t06_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t06_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t06_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t08_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t08_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t08_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t08_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t08_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t08_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t08_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t08_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t08_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t10_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t10_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t10_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t10_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t10_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t10_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t10_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t10_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t10_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t12_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t12_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t12_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t12_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t12_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t12_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t12_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t12_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t12_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t14_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t14_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t14_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t14_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t14_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t14_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t14_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t14_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-mint_t14_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t06_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t06_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t06_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t06_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t06_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t06_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t06_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t06_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t06_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t08_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t08_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t08_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t08_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t08_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t08_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t08_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t08_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t08_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t10_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t10_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t10_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t10_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t10_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t10_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t10_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t10_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t10_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t12_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t12_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t12_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t12_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t12_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t12_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t12_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t12_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t12_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t14_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t14_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t14_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t14_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t14_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t14_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t14_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t14_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softgray_t14_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t06_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t06_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t06_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t06_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t06_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t06_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t06_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t06_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t06_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t08_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t08_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t08_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t08_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t08_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t08_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t08_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t08_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t08_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t10_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t10_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t10_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t10_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t10_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t10_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t10_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t10_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t10_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t12_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t12_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t12_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t12_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t12_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t12_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t12_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t12_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t12_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t14_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t14_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t14_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t14_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t14_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t14_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t14_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t14_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softpink_t14_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t06_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t06_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t06_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t06_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t06_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t06_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t06_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t06_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t06_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t08_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t08_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t08_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t08_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t08_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t08_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t08_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t08_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t08_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t10_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t10_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t10_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t10_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t10_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t10_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t10_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t10_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t10_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t12_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t12_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t12_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t12_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t12_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t12_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t12_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t12_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t12_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t14_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t14_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t14_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t14_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t14_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t14_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t14_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t14_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-softyellow_t14_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t06_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t06_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t06_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t06_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t06_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t06_s10_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t06_s12_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t06_s12_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t06_s12_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t08_s08_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t08_s08_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t08_s08_b12,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t08_s10_b08,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t08_s10_b10,purple,brown,incongruent,purple,purple,1,0
purple_as_brown_bg-white_t08_s10_b12,purple,brown,incongruent,purple,purple,1,0
